La Joconde est un portrait célèbre peint par Léonard de Vinci.	The Mona Lisa is a famous portrait painted by Leonardo da Vinci.
Les Nymphéas de Monet capturent la beauté paisible d'un jardin de fleurs.	Monet's Water Lilies capture the serene beauty of a flower garden.
La Statue de la Liberté est un symbole emblématique de la liberté et de l'opportunité.	The Statue of Liberty is an iconic symbol of freedom and opportunity.
Le Bal du moulin de la Galette est une scène animée de la vie parisienne du XIXe siècle.	Le Bal du moulin de la Galette is a lively scene depicting Parisian life in the 19th century.
Le Cri est une œuvre d'expressionnisme qui reflète l'angoisse existentielle.	The Scream is an expressionist artwork that reflects existential anguish.
La Guernica de Picasso est une dénonciation puissante des horreurs de la guerre.	Picasso's Guernica is a powerful denouncement of the horrors of war.
Les Tournesols de Van Gogh sont des tableaux lumineux représentant des fleurs jaunes.	Van Gogh's Sunflowers are vibrant paintings depicting yellow flowers.
La Danse est une sculpture moderne qui évoque le mouvement et la fluidité.	La Danse is a modern sculpture that evokes movement and fluidity.
Le Déjeuner sur l'herbe est une œuvre controversée qui défie les conventions artistiques.	The Luncheon on the Grass is a controversial artwork that defies artistic conventions.
Les Montagnes Sainte-Victoire de Cézanne montrent la beauté naturelle de la Provence.	Cézanne's Mont Sainte-Victoire paintings showcase the natural beauty of Provence.
Le Port de La Rochelle est une représentation détaillée du port maritime français.	The Port of La Rochelle is a detailed depiction of the French seaport.
La Vénus de Milo est une sculpture classique représentant la beauté féminine.	The Venus de Milo is a classical sculpture representing feminine beauty.
Le Baiser de Klimt est une œuvre érotique qui célèbre l'amour et l'intimité.	Klimt's The Kiss is an erotic artwork that celebrates love and intimacy.
Le Persistance de la mémoire de Dalí représente des montres fondantes et le temps qui s'écoule.	Dalí's The Persistence of Memory depicts melting watches and the passage of time.
Les Noces de Cana de Véronèse est une peinture biblique qui montre un festin de mariage.	Veronese's The Wedding Feast at Cana is a biblical painting depicting a wedding feast.
Les Demoiselles d'Avignon de Picasso marquent le début du mouvement cubiste.	Picasso's Les Demoiselles d'Avignon marks the beginning of the Cubist movement.
La Liberté guidant le peuple est une allégorie de la révolution française.	Liberty Leading the People is an allegory of the French Revolution.
La Cène de Léonard de Vinci illustre le moment précédant la trahison de Jésus.	Leonardo da Vinci's The Last Supper illustrates the moment before Jesus' betrayal.
La Jeune Fille à la perle de Vermeer est un portrait énigmatique d'une jeune femme.	Vermeer's Girl with a Pearl Earring is an enigmatic portrait of a young woman.
La série Champ de blé avec cyprès de Van Gogh capturent la beauté et la simplicité de la nature.	Van Gogh's Wheatfield with Cypresses series capture the beauty and simplicity of nature.
La Cathédrale de Rouen de Monet représente l'effet changeant de la lumière sur l'architecture.	Monet's Rouen Cathedral depicts the changing effect of light on the architecture.
Les Trois Musiciens de Picasso sont une représentation cubiste de trois musiciens.	Picasso's Three Musicians are a Cubist representation of three musicians.
La Naissance de Vénus de Botticelli montre la déesse Vénus émergeant de la mer.	Botticelli's The Birth of Venus depicts the goddess Venus emerging from the sea.
Le Chêne de Flagey de Gustave Courbet est un symbole de force et de puissance.	Gustave Courbet's The Oak at Flagey is a symbol of strength and power.
La Grande Vague de Kanagawa est une estampe japonaise emblématique.	The Great Wave off Kanagawa is an iconic Japanese woodblock print.
Le Cri de Munch exprime une profonde angoisse et un désespoir existentiel.	Munch's The Scream expresses profound anguish and existential despair.
Les Natures mortes de Cézanne capturent l'essence de la beauté simple des objets.	Cézanne's Still Lifes capture the essence of the simple beauty of objects.
Le Penseur de Rodin est une sculpture emblématique représentant la contemplation.	Rodin's The Thinker is an iconic sculpture representing contemplation.
La Persistance de la mémoire de Dalí est une interprétation surréaliste des montres molles.	Dalí's The Persistence of Memory is a surrealistic interpretation of melting watches.
Les Nymphéas de Monet sont une série de peintures capturant les reflets de l'eau et les nymphéas.	Monet's Water Lilies are a series of paintings capturing the reflections on water and the water lilies.
Le Radeau de la Méduse de Géricault dépeint le tragique naufrage du navire La Méduse.	Géricault's The Raft of the Medusa depicts the tragic shipwreck of the vessel La Méduse.
La Guernica de Picasso représente la souffrance et la destruction pendant la guerre civile espagnole.	Picasso's Guernica represents suffering and destruction during the Spanish Civil War.
Le Baiser de Rodin est une sculpture célèbre représentant un couple s'embrassant passionnément.	Rodin's The Kiss is a famous sculpture depicting a couple passionately kissing.
Les Demoiselles d'Avignon de Picasso révolutionnent l'art avec leur style cubiste et leurs formes géométriques.	Picasso's Les Demoiselles d'Avignon revolutionize art with their Cubist style and geometric forms.
Le Baiser de Hayez représente un moment passionné entre deux amants dans un décor romantique.	Hayez's The Kiss represents a passionate moment between two lovers in a romantic setting.
Le Printemps de Botticelli est une peinture mythologique mettant en scène des divinités et des figures allégoriques.	Botticelli's Primavera is a mythological painting featuring deities and allegorical figures.
Le Portrait de l'artiste sans barbe de Van Gogh est un autoportrait emblématique de l'artiste.	Van Gogh's Self-Portrait without Beard is an iconic self-portrait of the artist.
Les Danseuses de Degas capturent la grâce et le mouvement des danseuses de ballet.	Degas's Dancers capture the grace and movement of ballet dancers.
La Nuit étoilée de Van Gogh est une représentation expressive du ciel étoilé et du village.	Van Gogh's The Starry Night is an expressive representation of the starry sky and the village.
Les Ménines de Velázquez est un portrait de la famille royale espagnole, mettant en valeur le talent de l'artiste.	Velázquez's Las Meninas is a portrait of the Spanish royal family, showcasing the artist's talent.
Les Joueurs de cartes de Cézanne sont une série de peintures capturant des scènes de jeu de cartes.	Cézanne's Card Players are a series of paintings capturing scenes of card games.
La Danse de Matisse est une composition joyeuse représentant des danseurs en mouvement.	Matisse's La Danse is a joyful composition depicting dancers in motion.
